Year,Month,Day,Hour,Temperature [C],Rain [mm],Humidity [rel%],Pressure [mbar],Cloud Cover [%],Wind Speed [kph],power_output
2008,7,1,0,16,0.1,82,1011,18,28,350
2008,7,1,1,15,0.0,80,1013,24,26,296
2008,7,1,2,13,0.0,78,1015,30,23,224
2008,7,1,3,11,0.0,76,1017,36,20,162
2008,7,1,4,11,0.0,72,1016,34,19,143
2008,7,1,5,11,0.0,67,1016,33,19,143
2008,7,1,6,11,0.0,62,1015,32,18,126
2008,7,1,7,12,0.0,60,1015,21,18,126
2008,7,1,8,14,0.0,57,1015,11,17,110
2008,7,1,9,15,0.0,55,1015,0,17,110
2008,7,1,10,17,0.0,53,1015,0,14,68
2008,7,1,11,19,0.0,52,1014,0,11,36
2008,7,1,12,21,0.0,51,1013,0,8,14
2008,7,1,13,21,0.0,54,1013,0,7,9
2008,7,1,14,21,0.0,58,1012,0,6,5
2008,7,1,15,21,0.0,62,1011,0,5,2
2008,7,1,16,19,0.0,62,1011,0,9,20
2008,7,1,17,16,0.0,62,1011,0,12,45
2008,7,1,18,14,0.0,62,1011,0,16,95
2008,7,1,19,14,0.0,65,1012,0,20,162
2008,7,1,20,13,0.0,69,1012,0,24,247
2008,7,1,21,13,0.0,72,1013,0,28,350
2008,7,1,22,14,0.0,76,1013,2,29,379
2008,7,1,23,14,0.0,79,1013,4,30,408
2008,7,2,0,14,0.0,83,1013,6,30,408
2008,7,2,1,14,0.0,86,1013,34,30,408
2008,7,2,2,14,0.0,88,1013,63,30,408
2008,7,2,3,14,0.0,91,1013,91,29,379
2008,7,2,4,14,0.1,91,1013,94,29,379
2008,7,2,5,14,0.1,91,1013,97,28,350
2008,7,2,6,14,0.2,90,1014,100,28,350
2008,7,2,7,15,0.2,89,1014,99,28,350
2008,7,2,8,16,0.1,87,1014,99,28,350
2008,7,2,9,16,0.1,86,1014,98,28,350
2008,7,2,10,16,0.1,83,1014,85,27,323
2008,7,2,11,17,0.1,80,1013,71,26,296
2008,7,2,12,17,0.1,76,1013,58,26,296
2008,7,2,13,17,0.1,77,1013,45,24,247
2008,7,2,14,17,0.1,77,1013,31,23,224
2008,7,2,15,17,0.1,77,1012,18,22,202
2008,7,2,16,17,0.1,80,1012,18,22,202
2008,7,2,17,16,0.1,82,1012,18,22,202
2008,7,2,18,16,0.1,85,1012,17,22,202
2008,7,2,19,16,0.1,85,1012,18,23,224
2008,7,2,20,15,0.0,84,1012,18,23,224
2008,7,2,21,15,0.0,84,1012,18,24,247
2008,7,2,22,15,0.0,83,1011,23,25,271
2008,7,2,23,14,0.0,83,1011,28,25,271
2008,7,3,0,14,0.0,83,1011,33,26,296
2008,7,3,1,14,0.0,84,1011,41,27,323
2008,7,3,2,14,0.0,84,1010,48,29,379
2008,7,3,3,13,0.0,85,1010,55,30,408
2008,7,3,4,14,0.0,85,1010,50,31,439
2008,7,3,5,14,0.0,85,1009,44,33,504
2008,7,3,6,14,0.0,84,1009,39,34,538
2008,7,3,7,15,0.0,80,1009,44,37,648
2008,7,3,8,15,0.0,77,1009,50,39,726
2008,7,3,9,16,0.0,73,1009,55,42,852
2008,7,3,10,16,0.7,75,1008,70,42,852
2008,7,3,11,16,1.5,77,1008,85,43,896
2008,7,3,12,17,2.2,80,1007,100,43,896
2008,7,3,13,17,3.7,83,1007,97,40,767
2008,7,3,14,17,5.3,87,1007,95,37,648
2008,7,3,15,16,6.8,91,1007,92,34,538
2008,7,3,16,16,7.7,90,1007,77,34,538
2008,7,3,17,16,8.7,89,1008,62,33,504
2008,7,3,18,15,9.6,89,1008,47,33,504
2008,7,3,19,15,6.5,88,1008,42,34,538
2008,7,3,20,15,3.4,88,1008,37,34,538
2008,7,3,21,15,0.3,87,1008,33,35,574
2008,7,3,22,14,0.3,87,1008,37,36,610
2008,7,3,23,14,0.3,86,1008,42,37,648
2008,7,4,0,13,0.3,86,1008,46,38,686
2008,7,4,1,13,0.3,86,1008,62,39,726
2008,7,4,2,13,0.2,86,1008,78,40,767
2008,7,4,3,13,0.2,86,1008,94,40,767
2008,7,4,4,13,0.6,86,1008,96,41,809
2008,7,4,5,13,1.1,86,1008,98,42,852
2008,7,4,6,13,1.5,86,1008,100,42,852
2008,7,4,7,14,1.6,86,1008,100,43,896
2008,7,4,8,14,1.6,86,1008,100,44,942
2008,7,4,9,14,1.7,86,1008,100,45,961
2008,7,4,10,14,2.1,85,1008,91,45,961
2008,7,4,11,14,2.6,85,1008,83,44,942
2008,7,4,12,15,3.0,84,1007,74,44,942
2008,7,4,13,14,2.2,83,1007,71,43,896
2008,7,4,14,14,1.5,83,1007,69,42,852
2008,7,4,15,14,0.7,83,1007,66,42,852
2008,7,4,16,14,0.8,84,1007,73,42,852
2008,7,4,17,14,0.8,84,1007,81,42,852
2008,7,4,18,14,0.9,85,1007,88,42,852
2008,7,4,19,14,0.9,86,1007,92,40,767
2008,7,4,20,14,1.0,87,1007,96,38,686
2008,7,4,21,14,1.0,87,1008,100,36,610
2008,7,4,22,14,2.1,88,1007,100,37,648
2008,7,4,23,14,3.1,89,1007,100,37,648
2008,7,5,0,14,4.2,90,1007,100,37,648
2008,7,5,1,14,4.0,90,1007,100,36,610
2008,7,5,2,14,3.7,90,1007,100,36,610
2008,7,5,3,14,3.5,90,1006,100,35,574
2008,7,5,4,14,4.5,90,1006,100,34,538
2008,7,5,5,14,5.5,90,1006,100,33,504
2008,7,5,6,14,6.5,90,1006,100,32,471
2008,7,5,7,14,5.7,89,1007,97,29,379
2008,7,5,8,15,4.9,88,1007,93,27,323
2008,7,5,9,15,4.1,87,1007,90,24,247
2008,7,5,10,15,5.2,86,1007,75,24,247
2008,7,5,11,16,6.3,85,1007,59,23,224
2008,7,5,12,16,7.4,84,1007,44,23,224
2008,7,5,13,16,5.8,85,1007,44,22,202
2008,7,5,14,16,4.1,87,1007,44,21,182
2008,7,5,15,16,2.5,89,1007,44,21,182
2008,7,5,16,15,3.1,90,1007,46,20,162
2008,7,5,17,15,3.8,91,1008,49,20,162
2008,7,5,18,15,4.4,92,1009,52,19,143
2008,7,5,19,15,3.8,92,1010,59,20,162
2008,7,5,20,14,3.1,92,1011,66,21,182
2008,7,5,21,14,2.5,93,1012,74,21,182
2008,7,5,22,14,3.5,92,1012,77,23,224
2008,7,5,23,13,4.6,91,1012,80,25,271
2008,7,6,0,13,5.6,91,1012,83,27,323
2008,7,6,1,13,4.2,91,1012,89,31,439
2008,7,6,2,13,2.8,90,1011,94,35,574
2008,7,6,3,12,1.4,90,1011,100,38,686
2008,7,6,4,13,3.2,90,1011,100,40,767
2008,7,6,5,13,4.9,90,1011,100,42,852
2008,7,6,6,13,6.7,91,1011,100,45,961
2008,7,6,7,13,7.7,90,1011,92,42,852
2008,7,6,8,14,8.6,88,1012,83,40,767
2008,7,6,9,14,9.6,87,1012,75,38,686
2008,7,6,10,15,10.0,84,1012,81,37,648
2008,7,6,11,15,10.5,81,1012,88,36,610
2008,7,6,12,15,10.9,77,1012,95,36,610
2008,7,6,13,15,7.3,78,1012,88,33,504
2008,7,6,14,15,3.8,78,1012,80,31,439
2008,7,6,15,15,0.2,78,1013,73,28,350
2008,7,6,16,15,0.3,79,1013,71,28,350
2008,7,6,17,14,0.3,79,1013,69,28,350
2008,7,6,18,14,0.4,80,1013,67,27,323
2008,7,6,19,14,0.5,80,1013,63,28,350
2008,7,6,20,14,0.7,81,1013,59,28,350
2008,7,6,21,13,0.8,81,1013,54,28,350
2008,7,6,22,13,1.1,82,1013,55,29,379
2008,7,6,23,12,1.5,82,1012,56,29,379
2008,7,7,0,11,1.8,82,1012,57,29,379
2008,7,7,1,11,1.4,82,1012,55,30,408
2008,7,7,2,11,1.1,82,1012,54,30,408
2008,7,7,3,11,0.7,82,1012,52,31,439
2008,7,7,4,11,1.1,83,1012,61,31,439
2008,7,7,5,11,1.6,83,1012,69,32,471
2008,7,7,6,11,2.0,84,1012,78,32,471
2008,7,7,7,12,2.8,85,1011,85,33,504
2008,7,7,8,12,3.5,86,1011,93,35,574
2008,7,7,9,12,4.3,87,1011,100,36,610
2008,7,7,10,12,5.6,85,1011,100,34,538
2008,7,7,11,12,6.8,84,1011,100,33,504
2008,7,7,12,12,8.1,82,1011,100,31,439
2008,7,7,13,12,6.0,81,1011,100,31,439
2008,7,7,14,12,3.9,81,1011,100,30,408
2008,7,7,15,12,1.8,80,1011,100,30,408
2008,7,7,16,12,2.3,80,1012,100,30,408
2008,7,7,17,12,2.7,79,1012,100,31,439
2008,7,7,18,12,3.2,79,1012,100,31,439
2008,7,7,19,12,2.6,79,1013,91,30,408
2008,7,7,20,12,2.1,80,1013,82,29,379
2008,7,7,21,12,1.5,80,1013,72,27,323
2008,7,7,22,11,1.9,80,1013,78,28,350
2008,7,7,23,10,2.3,80,1013,84,29,379
2008,7,8,0,9,2.7,80,1013,90,29,379
2008,7,8,1,9,2.3,80,1013,85,31,439
2008,7,8,2,8,1.8,79,1012,80,32,471
2008,7,8,3,8,1.4,79,1012,75,33,504
2008,7,8,4,8,1.9,81,1012,70,31,439
2008,7,8,5,9,2.4,82,1012,65,29,379
2008,7,8,6,9,2.9,83,1012,60,27,323
2008,7,8,7,9,3.0,84,1012,62,27,323
2008,7,8,8,10,3.2,85,1012,63,26,296
2008,7,8,9,10,3.3,86,1012,64,25,271
2008,7,8,10,11,4.5,87,1012,60,25,271
2008,7,8,11,11,5.6,88,1012,57,25,271
2008,7,8,12,11,6.8,89,1011,53,25,271
2008,7,8,13,11,5.6,88,1012,56,26,296
2008,7,8,14,11,4.5,87,1012,59,27,323
2008,7,8,15,11,3.3,87,1013,61,28,350
2008,7,8,16,11,3.8,86,1013,65,28,350
2008,7,8,17,10,4.4,85,1014,69,27,323
2008,7,8,18,10,4.9,84,1014,73,26,296
2008,7,8,19,10,3.7,83,1015,77,27,323
2008,7,8,20,10,2.6,82,1015,81,27,323
2008,7,8,21,9,1.4,82,1016,85,27,323
2008,7,8,22,9,1.8,82,1016,86,28,350
2008,7,8,23,9,2.1,82,1016,86,28,350
2008,7,9,0,9,2.5,82,1016,87,29,379
2008,7,9,1,9,1.9,82,1016,90,30,408
2008,7,9,2,9,1.2,81,1016,94,30,408
2008,7,9,3,9,0.6,81,1016,97,31,439
2008,7,9,4,9,1.0,82,1016,97,30,408
2008,7,9,5,9,1.5,83,1016,98,30,408
2008,7,9,6,10,1.9,85,1016,98,29,379
2008,7,9,7,10,2.5,85,1017,99,28,350
2008,7,9,8,11,3.1,86,1018,99,27,323
2008,7,9,9,11,3.7,87,1018,100,25,271
2008,7,9,10,12,5.2,87,1019,100,24,247
2008,7,9,11,12,6.8,87,1019,100,23,224
2008,7,9,12,13,8.3,87,1019,100,21,182
2008,7,9,13,13,6.4,85,1020,78,18,126
2008,7,9,14,12,4.4,84,1020,56,15,81
2008,7,9,15,12,2.5,82,1021,34,13,56
2008,7,9,16,12,2.8,83,1022,34,11,36
2008,7,9,17,12,3.0,83,1022,33,9,20
2008,7,9,18,11,3.3,84,1023,33,7,9
2008,7,9,19,11,2.4,85,1024,30,7,9
2008,7,9,20,11,1.6,85,1024,27,7,9
2008,7,9,21,11,0.7,86,1025,24,7,9
2008,7,9,22,10,0.7,86,1025,22,8,14
2008,7,9,23,9,0.8,87,1026,20,9,20
2008,7,10,0,9,0.8,87,1026,18,10,27
2008,7,10,1,9,0.5,88,1026,16,10,27
2008,7,10,2,9,0.3,88,1026,15,11,36
2008,7,10,3,9,0.0,89,1027,13,12,45
2008,7,10,4,9,0.0,89,1027,16,12,45
2008,7,10,5,9,0.0,90,1028,19,12,45
2008,7,10,6,9,0.0,90,1028,22,12,45
2008,7,10,7,10,0.1,88,1029,22,12,45
2008,7,10,8,11,0.1,85,1029,22,13,56
2008,7,10,9,12,0.2,82,1030,22,13,56
2008,7,10,10,12,0.3,79,1030,20,12,45
2008,7,10,11,13,0.3,76,1029,18,11,36
2008,7,10,12,14,0.4,73,1029,16,10,27
2008,7,10,13,14,0.3,74,1029,18,8,14
2008,7,10,14,14,0.3,75,1029,20,7,9
2008,7,10,15,14,0.2,75,1029,23,6,5
2008,7,10,16,13,0.2,78,1030,22,4,1
2008,7,10,17,12,0.2,80,1030,21,3,0
2008,7,10,18,11,0.2,83,1031,21,2,0
2008,7,10,19,11,0.2,83,1031,17,4,1
2008,7,10,20,10,0.1,83,1031,13,6,5
2008,7,10,21,9,0.1,83,1032,9,8,14
2008,7,10,22,9,0.1,83,1032,7,8,14
2008,7,10,23,9,0.1,83,1032,6,8,14
2008,7,11,0,9,0.1,83,1032,4,8,14
2008,7,11,1,9,0.1,82,1032,5,8,14
2008,7,11,2,9,0.0,82,1032,6,8,14
2008,7,11,3,8,0.0,82,1032,7,8,14
2008,7,11,4,8,0.0,82,1032,8,7,9
2008,7,11,5,8,0.0,82,1032,9,7,9
2008,7,11,6,8,0.0,82,1032,10,6,5
2008,7,11,7,9,0.0,78,1032,12,5,2
2008,7,11,8,10,0.0,74,1033,14,3,0
2008,7,11,9,11,0.0,70,1034,16,2,0
2008,7,11,10,12,0.0,68,1033,14,5,2
2008,7,11,11,13,0.0,66,1033,12,8,14
2008,7,11,12,14,0.0,65,1032,11,12,45
2008,7,11,13,14,0.0,68,1032,10,13,56
2008,7,11,14,14,0.0,71,1032,9,14,68
2008,7,11,15,13,0.0,74,1031,9,16,95
2008,7,11,16,13,0.0,76,1032,9,15,81
2008,7,11,17,12,0.0,79,1032,9,14,68
2008,7,11,18,11,0.0,82,1033,9,13,56
2008,7,11,19,11,0.0,83,1033,8,13,56
2008,7,11,20,10,0.0,84,1033,8,14,68
2008,7,11,21,10,0.0,85,1033,8,14,68
2008,7,11,22,10,0.0,84,1033,7,14,68
2008,7,11,23,9,0.0,84,1033,5,14,68
2008,7,12,0,9,0.0,84,1033,3,14,68
2008,7,12,1,9,0.0,84,1033,2,14,68
2008,7,12,2,9,0.0,83,1033,1,14,68
2008,7,12,3,9,0.0,82,1032,0,13,56
2008,7,12,4,8,0.0,82,1032,0,13,56
2008,7,12,5,8,0.0,82,1033,0,13,56
2008,7,12,6,8,0.0,82,1033,0,13,56
2008,7,12,7,9,0.0,78,1033,0,13,56
2008,7,12,8,11,0.0,74,1033,0,12,45
2008,7,12,9,12,0.0,70,1034,0,12,45
2008,7,12,10,13,0.0,68,1033,0,13,56
2008,7,12,11,14,0.0,66,1033,0,13,56
2008,7,12,12,15,0.0,64,1032,0,14,68
2008,7,12,13,15,0.0,67,1031,0,15,81
2008,7,12,14,15,0.0,70,1031,0,16,95
2008,7,12,15,15,0.0,73,1030,0,17,110
2008,7,12,16,14,0.0,75,1030,0,17,110
2008,7,12,17,13,0.0,77,1030,0,18,126
2008,7,12,18,12,0.0,80,1030,0,18,126
2008,7,12,19,12,0.0,80,1030,0,18,126
2008,7,12,20,11,0.0,80,1030,1,17,110
2008,7,12,21,10,0.0,80,1030,1,17,110
2008,7,12,22,10,0.0,79,1029,1,15,81
2008,7,12,23,9,0.0,78,1029,0,14,68
2008,7,13,0,9,0.0,77,1029,0,13,56
2008,7,13,1,9,0.0,75,1028,0,13,56
2008,7,13,2,9,0.0,73,1028,0,12,45
2008,7,13,3,9,0.0,71,1027,0,12,45
2008,7,13,4,8,0.0,68,1027,0,12,45
2008,7,13,5,8,0.0,65,1027,0,12,45
2008,7,13,6,8,0.0,62,1026,0,12,45
2008,7,13,7,10,0.0,58,1026,11,10,27
2008,7,13,8,11,0.0,55,1026,22,8,14
2008,7,13,9,13,0.0,52,1026,33,6,5
2008,7,13,10,14,0.0,52,1025,26,6,5
2008,7,13,11,16,0.0,51,1025,20,6,5
2008,7,13,12,17,0.0,51,1024,13,6,5
2008,7,13,13,17,0.0,55,1024,19,8,14
2008,7,13,14,16,0.0,60,1023,26,10,27
2008,7,13,15,15,0.0,64,1023,32,12,45
2008,7,13,16,14,0.0,66,1023,27,13,56
2008,7,13,17,13,0.0,68,1023,21,14,68
2008,7,13,18,12,0.0,71,1023,16,15,81
2008,7,13,19,11,0.0,71,1023,13,15,81
2008,7,13,20,11,0.0,72,1023,10,15,81
2008,7,13,21,10,0.0,73,1023,8,15,81
2008,7,13,22,10,0.0,72,1023,5,16,95
2008,7,13,23,10,0.0,72,1023,3,17,110
2008,7,14,0,10,0.0,71,1023,0,18,126
2008,7,14,1,10,0.0,70,1022,0,18,126
2008,7,14,2,10,0.0,70,1022,0,18,126
2008,7,14,3,10,0.0,70,1022,0,18,126
2008,7,14,4,10,0.0,67,1021,11,18,126
2008,7,14,5,9,0.0,64,1021,22,18,126
2008,7,14,6,9,0.0,61,1021,33,18,126
2008,7,14,7,11,0.0,58,1020,24,17,110
2008,7,14,8,12,0.0,54,1019,15,16,95
2008,7,14,9,14,0.0,51,1019,6,15,81
2008,7,14,10,16,0.0,51,1018,4,13,56
2008,7,14,11,18,0.0,51,1017,2,11,36
2008,7,14,12,20,0.0,51,1016,0,9,20
2008,7,14,13,21,0.0,56,1015,0,7,9
2008,7,14,14,21,0.0,61,1014,0,5,2
2008,7,14,15,21,0.0,66,1012,0,4,1
2008,7,14,16,19,0.0,67,1012,11,5,2
2008,7,14,17,16,0.0,67,1012,21,6,5
2008,7,14,18,14,0.0,68,1011,32,8,14
2008,7,14,19,14,0.0,66,1011,32,13,56
2008,7,14,20,14,0.0,65,1011,32,18,126
2008,7,14,21,15,0.0,63,1011,33,23,224
2008,7,14,22,14,0.0,64,1011,36,26,296
2008,7,14,23,14,0.0,64,1011,39,29,379
2008,7,15,0,13,0.0,65,1011,42,32,471
2008,7,15,1,13,0.0,68,1011,56,33,504
2008,7,15,2,13,0.0,70,1010,71,34,538
2008,7,15,3,13,0.0,73,1010,85,35,574
2008,7,15,4,13,0.0,75,1010,87,36,610
2008,7,15,5,13,0.0,76,1010,88,37,648
2008,7,15,6,14,0.0,78,1010,90,38,686
2008,7,15,7,14,0.0,78,1011,84,40,767
2008,7,15,8,14,0.0,78,1011,78,43,896
2008,7,15,9,15,0.0,78,1011,73,45,961
2008,7,15,10,15,0.1,79,1011,79,46,962
2008,7,15,11,16,0.1,81,1011,86,47,962
2008,7,15,12,16,0.2,82,1011,93,48,963
2008,7,15,13,16,1.1,84,1011,95,52,966
2008,7,15,14,16,1.9,85,1011,98,56,968
2008,7,15,15,16,2.8,86,1011,100,59,970
2008,7,15,16,15,4.7,84,1013,87,52,966
2008,7,15,17,15,6.6,82,1015,75,45,961
2008,7,15,18,15,8.5,80,1017,62,39,726
2008,7,15,19,14,5.8,78,1019,43,31,439
2008,7,15,20,14,3.0,76,1021,23,24,247
2008,7,15,21,14,0.3,73,1023,3,17,110
2008,7,15,22,13,0.3,73,1024,3,15,81
2008,7,15,23,12,0.3,72,1024,4,13,56
2008,7,16,0,11,0.3,72,1025,4,12,45
2008,7,16,1,11,0.2,73,1025,4,10,27
2008,7,16,2,10,0.1,75,1026,5,9,20
2008,7,16,3,10,0.0,76,1026,5,8,14
2008,7,16,4,10,0.0,76,1026,3,6,5
2008,7,16,5,10,0.0,76,1027,2,5,2
2008,7,16,6,10,0.0,76,1027,0,4,1
2008,7,16,7,11,0.0,73,1028,7,6,5
2008,7,16,8,12,0.0,69,1028,15,8,14
2008,7,16,9,12,0.0,66,1029,22,10,27
2008,7,16,10,13,0.0,66,1029,25,11,36
2008,7,16,11,13,0.0,66,1028,28,11,36
2008,7,16,12,14,0.0,65,1028,31,12,45
2008,7,16,13,14,0.0,67,1028,23,13,56
2008,7,16,14,14,0.0,69,1028,15,13,56
2008,7,16,15,14,0.0,70,1028,7,14,68
2008,7,16,16,13,0.0,72,1028,4,16,95
2008,7,16,17,13,0.0,74,1028,2,18,126
2008,7,16,18,12,0.0,76,1028,0,20,162
2008,7,16,19,12,0.0,77,1028,0,21,182
2008,7,16,20,11,0.0,78,1028,0,23,224
2008,7,16,21,11,0.0,78,1028,0,24,247
2008,7,16,22,10,0.0,79,1028,0,24,247
2008,7,16,23,10,0.0,79,1028,0,24,247
2008,7,17,0,9,0.0,79,1027,0,24,247
2008,7,17,1,9,0.0,79,1027,0,23,224
2008,7,17,2,10,0.0,79,1026,0,22,202
2008,7,17,3,10,0.0,79,1025,0,21,182
2008,7,17,4,10,0.0,76,1025,1,21,182
2008,7,17,5,9,0.0,74,1025,1,21,182
2008,7,17,6,9,0.0,72,1024,2,21,182
2008,7,17,7,11,0.0,67,1024,2,20,162
2008,7,17,8,12,0.0,62,1023,2,19,143
2008,7,17,9,14,0.0,57,1022,2,18,126
2008,7,17,10,15,0.0,56,1022,2,17,110
2008,7,17,11,17,0.0,54,1021,2,15,81
2008,7,17,12,19,0.0,53,1020,2,14,68
2008,7,17,13,18,0.0,55,1020,2,14,68
2008,7,17,14,18,0.0,58,1020,3,13,56
2008,7,17,15,17,0.0,60,1019,3,13,56
2008,7,17,16,16,0.0,58,1019,4,14,68
2008,7,17,17,15,0.0,56,1019,4,15,81
2008,7,17,18,14,0.0,54,1019,5,17,110
2008,7,17,19,14,0.0,53,1018,4,17,110
2008,7,17,20,14,0.0,51,1018,4,17,110
2008,7,17,21,14,0.0,50,1017,4,17,110
2008,7,17,22,15,0.0,50,1017,4,17,110
2008,7,17,23,15,0.0,51,1017,5,17,110
2008,7,18,0,16,0.0,52,1017,6,17,110
2008,7,18,1,15,0.0,54,1017,6,18,126
2008,7,18,2,15,0.0,56,1017,7,20,162
2008,7,18,3,15,0.0,58,1017,8,21,182
2008,7,18,4,14,0.0,59,1018,10,22,202
2008,7,18,5,14,0.0,60,1018,11,24,247
2008,7,18,6,14,0.0,62,1019,13,25,271
2008,7,18,7,14,0.0,62,1019,24,27,323
2008,7,18,8,15,0.0,63,1019,35,29,379
2008,7,18,9,16,0.0,64,1019,46,32,471
2008,7,18,10,16,0.0,64,1020,33,31,439
2008,7,18,11,17,0.0,64,1020,20,31,439
2008,7,18,12,18,0.0,64,1020,7,30,408
2008,7,18,13,17,0.0,67,1020,4,28,350
2008,7,18,14,17,0.0,71,1020,2,26,296
2008,7,18,15,16,0.0,74,1020,0,24,247
2008,7,18,16,15,0.0,78,1021,0,22,202
2008,7,18,17,15,0.0,83,1022,1,20,162
2008,7,18,18,14,0.0,87,1022,1,18,126
2008,7,18,19,13,0.0,89,1023,9,17,110
2008,7,18,20,13,0.0,91,1024,17,17,110
2008,7,18,21,12,0.0,93,1024,25,17,110
2008,7,18,22,12,0.0,92,1024,19,17,110
2008,7,18,23,11,0.0,92,1024,14,17,110
2008,7,19,0,10,0.0,91,1024,9,17,110
2008,7,19,1,11,0.0,90,1024,7,17,110
2008,7,19,2,11,0.0,90,1024,4,17,110
2008,7,19,3,11,0.0,89,1024,2,17,110
2008,7,19,4,11,0.0,88,1024,1,16,95
2008,7,19,5,11,0.0,88,1024,1,16,95
2008,7,19,6,10,0.0,88,1024,0,15,81
2008,7,19,7,12,0.0,83,1024,0,17,110
2008,7,19,8,13,0.0,79,1024,0,18,126
2008,7,19,9,14,0.0,74,1024,0,20,162
2008,7,19,10,15,0.0,73,1024,0,19,143
2008,7,19,11,16,0.0,71,1024,0,19,143
2008,7,19,12,17,0.0,69,1023,0,18,126
2008,7,19,13,16,0.0,71,1023,0,16,95
2008,7,19,14,16,0.0,73,1023,0,15,81
2008,7,19,15,16,0.0,75,1023,0,13,56
2008,7,19,16,15,0.0,78,1023,0,13,56
2008,7,19,17,14,0.0,81,1023,0,12,45
2008,7,19,18,13,0.0,84,1023,0,12,45
2008,7,19,19,12,0.0,84,1023,0,11,36
2008,7,19,20,12,0.0,84,1023,0,11,36
2008,7,19,21,11,0.0,84,1024,0,10,27
2008,7,19,22,11,0.0,83,1024,0,10,27
2008,7,19,23,11,0.0,83,1024,0,9,20
2008,7,20,0,11,0.0,83,1024,0,9,20
2008,7,20,1,11,0.0,82,1024,1,10,27
2008,7,20,2,11,0.0,80,1024,2,11,36
2008,7,20,3,10,0.0,79,1023,3,12,45
2008,7,20,4,10,0.0,77,1023,4,11,36
2008,7,20,5,10,0.0,75,1023,6,10,27
2008,7,20,6,10,0.0,74,1023,7,9,20
2008,7,20,7,12,0.0,70,1023,5,8,14
2008,7,20,8,14,0.0,67,1023,3,8,14
2008,7,20,9,16,0.0,63,1023,1,7,9
2008,7,20,10,17,0.0,62,1022,0,8,14
2008,7,20,11,18,0.0,60,1022,0,8,14
2008,7,20,12,20,0.0,59,1021,0,8,14
2008,7,20,13,20,0.0,64,1020,0,7,9
2008,7,20,14,20,0.0,69,1019,0,6,5
2008,7,20,15,20,0.0,74,1019,0,5,2
2008,7,20,16,18,0.0,77,1019,0,5,2
2008,7,20,17,17,0.0,80,1019,0,5,2
2008,7,20,18,16,0.0,82,1019,0,5,2
2008,7,20,19,14,0.0,83,1019,0,6,5
2008,7,20,20,13,0.0,83,1019,0,8,14
2008,7,20,21,12,0.0,83,1020,0,10,27
2008,7,20,22,12,0.0,83,1020,0,11,36
2008,7,20,23,12,0.0,83,1020,0,13,56
2008,7,21,0,12,0.0,83,1020,0,14,68
2008,7,21,1,11,0.0,82,1020,1,17,110
2008,7,21,2,11,0.0,82,1020,2,20,162
2008,7,21,3,11,0.0,81,1020,2,23,224
2008,7,21,4,11,0.0,81,1020,3,24,247
2008,7,21,5,11,0.0,80,1021,3,24,247
2008,7,21,6,12,0.0,79,1021,3,24,247
2008,7,21,7,13,0.0,76,1021,2,27,323
2008,7,21,8,14,0.0,72,1021,1,29,379
2008,7,21,9,15,0.0,69,1021,0,31,439
2008,7,21,10,16,0.0,67,1020,0,30,408
2008,7,21,11,17,0.0,66,1020,1,29,379
2008,7,21,12,18,0.0,64,1020,1,28,350
2008,7,21,13,17,0.0,68,1020,1,26,296
2008,7,21,14,17,0.0,73,1019,0,23,224
2008,7,21,15,16,0.0,77,1019,0,21,182
2008,7,21,16,15,0.0,80,1020,0,20,162
2008,7,21,17,14,0.0,83,1020,0,19,143
2008,7,21,18,14,0.0,87,1021,0,18,126
2008,7,21,19,13,0.0,87,1021,0,19,143
2008,7,21,20,13,0.0,87,1021,0,19,143
2008,7,21,21,12,0.0,87,1021,0,20,162
2008,7,21,22,12,0.0,85,1021,0,20,162
2008,7,21,23,12,0.0,84,1021,0,21,182
2008,7,22,0,12,0.0,82,1021,0,21,182
2008,7,22,1,12,0.0,81,1020,0,21,182
2008,7,22,2,12,0.0,80,1020,0,21,182
2008,7,22,3,11,0.0,78,1020,0,21,182
2008,7,22,4,11,0.0,77,1020,0,21,182
2008,7,22,5,11,0.0,76,1020,0,21,182
2008,7,22,6,11,0.0,76,1020,0,22,202
2008,7,22,7,13,0.0,73,1020,0,24,247
2008,7,22,8,14,0.0,70,1019,0,26,296
2008,7,22,9,15,0.0,67,1019,0,28,350
2008,7,22,10,16,0.0,66,1019,0,29,379
2008,7,22,11,17,0.0,64,1019,0,29,379
2008,7,22,12,18,0.0,63,1018,0,30,408
2008,7,22,13,17,0.0,65,1018,3,28,350
2008,7,22,14,16,0.0,67,1018,6,27,323
2008,7,22,15,16,0.0,70,1017,9,26,296
2008,7,22,16,15,0.0,72,1018,9,24,247
2008,7,22,17,14,0.0,75,1019,9,23,224
2008,7,22,18,14,0.0,78,1019,8,22,202
2008,7,22,19,13,0.0,79,1019,6,22,202
2008,7,22,20,13,0.0,79,1019,4,22,202
2008,7,22,21,12,0.0,80,1019,2,22,202
2008,7,22,22,12,0.0,78,1019,1,22,202
2008,7,22,23,12,0.0,76,1020,1,21,182
2008,7,23,0,12,0.0,74,1020,0,21,182
2008,7,23,1,11,0.0,74,1020,0,20,162
2008,7,23,2,11,0.0,74,1019,0,19,143
2008,7,23,3,11,0.0,74,1019,0,18,126
2008,7,23,4,11,0.0,69,1019,0,18,126
2008,7,23,5,11,0.0,65,1019,0,18,126
2008,7,23,6,11,0.0,61,1018,0,18,126
