Year,Month,Day,Hour,Temperature [C],Rain [mm],Humidity [rel%],Pressure [mbar],Cloud Cover [%],Wind Speed [kph],power_output
2012,11,7,3,14,0.0,89,1021,4,21,182
2012,11,7,4,14,0.0,83,1021,3,22,202
2012,11,7,5,15,0.0,77,1022,1,23,224
2012,11,7,6,16,0.0,72,1022,0,24,247
2012,11,7,7,18,0.0,66,1022,0,26,296
2012,11,7,8,19,0.0,60,1022,0,27,323
2012,11,7,9,21,0.0,54,1022,0,28,350
2012,11,7,10,21,0.0,53,1021,0,30,408
2012,11,7,11,22,0.0,53,1021,0,32,471
2012,11,7,12,22,0.0,52,1021,0,33,504
2012,11,7,13,22,0.0,54,1020,0,33,504
2012,11,7,14,22,0.0,56,1020,1,34,538
2012,11,7,15,21,0.0,58,1020,1,34,538
2012,11,7,16,20,0.0,64,1020,5,33,504
2012,11,7,17,18,0.0,71,1020,8,32,471
2012,11,7,18,17,0.0,77,1020,11,31,439
2012,11,7,19,16,0.0,80,1021,10,30,408
2012,11,7,20,15,0.0,83,1021,10,29,379
2012,11,7,21,15,0.0,86,1021,9,28,350
2012,11,7,22,14,0.0,87,1021,8,27,323
2012,11,7,23,14,0.0,88,1020,7,27,323
2012,11,8,0,13,0.0,89,1020,6,26,296
2012,11,8,1,13,0.0,89,1020,5,25,271
2012,11,8,2,13,0.0,89,1019,4,24,247
2012,11,8,3,13,0.0,89,1019,3,22,202
2012,11,8,4,15,0.0,83,1019,5,21,182
2012,11,8,5,16,0.0,77,1018,8,20,162
2012,11,8,6,17,0.0,72,1018,11,19,143
2012,11,8,7,19,0.0,64,1018,9,18,126
2012,11,8,8,21,0.0,57,1017,7,16,95
2012,11,8,9,23,0.0,49,1017,5,14,68
2012,11,8,10,24,0.0,46,1016,7,14,68
2012,11,8,11,25,0.0,42,1015,8,13,56
2012,11,8,12,27,0.0,39,1014,10,13,56
2012,11,8,13,26,0.0,40,1013,13,14,68
2012,11,8,14,26,0.0,42,1012,17,15,81
2012,11,8,15,25,0.0,44,1012,20,16,95
2012,11,8,16,23,0.0,51,1011,15,16,95
2012,11,8,17,22,0.0,59,1011,11,15,81
2012,11,8,18,20,0.0,66,1011,6,15,81
2012,11,8,19,19,0.0,68,1011,6,14,68
2012,11,8,20,18,0.0,70,1011,6,13,56
2012,11,8,21,17,0.0,72,1011,6,12,45
2012,11,8,22,17,0.0,75,1010,7,10,27
2012,11,8,23,16,0.0,79,1010,8,8,14
2012,11,9,0,16,0.0,82,1010,8,6,5
2012,11,9,1,16,0.0,84,1010,6,7,9
2012,11,9,2,15,0.0,85,1010,4,8,14
2012,11,9,3,15,0.0,87,1010,2,8,14
2012,11,9,4,16,0.0,83,1011,1,10,27
2012,11,9,5,17,0.0,78,1011,1,12,45
2012,11,9,6,18,0.0,73,1012,0,14,68
2012,11,9,7,19,0.0,70,1012,0,16,95
2012,11,9,8,20,0.0,67,1012,0,19,143
2012,11,9,9,22,0.0,64,1013,0,21,182
2012,11,9,10,22,0.0,64,1013,0,22,202
2012,11,9,11,22,0.0,63,1013,0,24,247
2012,11,9,12,22,0.0,63,1013,0,25,271
2012,11,9,13,21,0.0,65,1013,0,25,271
2012,11,9,14,21,0.0,67,1013,0,26,296
2012,11,9,15,20,0.0,70,1013,0,26,296
2012,11,9,16,19,0.0,75,1014,0,25,271
2012,11,9,17,17,0.0,81,1014,0,23,224
2012,11,9,18,16,0.0,86,1015,0,22,202
2012,11,9,19,16,0.0,88,1015,2,21,182
2012,11,9,20,15,0.0,89,1016,3,20,162
2012,11,9,21,15,0.0,90,1016,5,19,143
2012,11,9,22,14,0.0,90,1016,8,17,110
2012,11,9,23,14,0.0,91,1016,11,16,95
2012,11,10,0,13,0.0,91,1016,14,14,68
2012,11,10,1,14,0.0,91,1016,15,13,56
2012,11,10,2,14,0.0,92,1016,17,13,56
2012,11,10,3,14,0.0,92,1015,19,12,45
2012,11,10,4,15,0.0,86,1015,19,12,45
2012,11,10,5,16,0.0,81,1015,19,11,36
2012,11,10,6,17,0.0,76,1016,20,11,36
2012,11,10,7,19,0.0,68,1015,17,12,45
2012,11,10,8,21,0.0,59,1015,14,12,45
2012,11,10,9,23,0.0,51,1015,11,13,56
2012,11,10,10,24,0.0,50,1015,8,15,81
2012,11,10,11,24,0.0,49,1014,5,16,95
2012,11,10,12,25,0.0,47,1013,3,18,126
2012,11,10,13,24,0.0,51,1013,3,18,126
2012,11,10,14,23,0.0,55,1013,4,19,143
2012,11,10,15,23,0.0,59,1012,4,19,143
2012,11,10,16,21,0.0,67,1012,3,18,126
2012,11,10,17,20,0.0,74,1012,1,17,110
2012,11,10,18,18,0.0,82,1012,0,17,110
2012,11,10,19,18,0.0,83,1012,0,15,81
2012,11,10,20,17,0.0,85,1012,0,14,68
2012,11,10,21,17,0.0,86,1012,0,13,56
2012,11,10,22,17,0.0,87,1011,0,11,36
2012,11,10,23,17,0.0,88,1011,0,10,27
2012,11,11,0,17,0.0,89,1010,0,9,20
2012,11,11,1,16,0.0,90,1010,0,9,20
2012,11,11,2,16,0.0,90,1010,0,9,20
2012,11,11,3,15,0.0,91,1010,0,9,20
2012,11,11,4,16,0.0,87,1010,1,9,20
2012,11,11,5,18,0.0,82,1011,1,9,20
2012,11,11,6,19,0.0,78,1011,2,9,20
2012,11,11,7,20,0.0,74,1012,3,10,27
2012,11,11,8,21,0.0,69,1012,3,11,36
2012,11,11,9,22,0.0,65,1012,4,13,56
2012,11,11,10,22,0.0,62,1012,2,13,56
2012,11,11,11,22,0.0,58,1012,1,14,68
2012,11,11,12,23,0.0,55,1012,0,15,81
2012,11,11,13,22,0.0,56,1012,0,15,81
2012,11,11,14,21,0.0,58,1012,0,14,68
2012,11,11,15,21,0.0,59,1012,0,14,68
2012,11,11,16,19,0.0,68,1013,1,12,45
2012,11,11,17,18,0.0,77,1013,3,10,27
2012,11,11,18,16,0.0,86,1014,4,9,20
2012,11,11,19,15,0.0,88,1014,6,6,5
2012,11,11,20,15,0.0,90,1014,7,3,0
2012,11,11,21,14,0.0,93,1015,9,1,0
2012,11,11,22,14,0.0,93,1015,18,2,0
2012,11,11,23,14,0.0,94,1015,27,4,1
2012,11,12,0,14,0.0,95,1015,36,6,5
2012,11,12,1,14,0.0,95,1015,43,7,9
2012,11,12,2,14,0.0,95,1014,51,9,20
2012,11,12,3,14,0.0,96,1014,58,11,36
2012,11,12,4,15,0.0,90,1014,60,12,45
2012,11,12,5,16,0.0,85,1015,61,13,56
2012,11,12,6,17,0.0,80,1015,63,14,68
2012,11,12,7,18,0.1,77,1015,62,15,81
2012,11,12,8,19,0.3,75,1015,61,16,95
2012,11,12,9,19,0.4,72,1015,61,17,110
2012,11,12,10,20,0.4,71,1014,44,18,126
2012,11,12,11,20,0.3,70,1014,27,19,143
2012,11,12,12,20,0.3,69,1014,10,21,182
2012,11,12,13,19,0.3,72,1014,21,21,182
2012,11,12,14,18,0.4,74,1014,33,21,182
2012,11,12,15,17,0.4,77,1014,45,21,182
2012,11,12,16,16,0.3,79,1015,36,19,143
2012,11,12,17,16,0.2,80,1015,27,18,126
2012,11,12,18,15,0.1,81,1016,18,17,110
2012,11,12,19,15,0.1,83,1016,17,15,81
2012,11,12,20,14,0.0,84,1017,16,13,56
2012,11,12,21,14,0.0,85,1017,15,11,36
2012,11,12,22,14,0.0,86,1017,12,9,20
2012,11,12,23,14,0.0,88,1017,8,8,14
2012,11,13,0,14,0.0,90,1017,5,6,5
2012,11,13,1,13,0.0,90,1018,10,7,9
2012,11,13,2,13,0.0,90,1018,15,8,14
2012,11,13,3,13,0.0,90,1018,20,9,20
2012,11,13,4,14,0.0,85,1019,23,9,20
2012,11,13,5,15,0.0,80,1019,27,10,27
2012,11,13,6,17,0.0,75,1020,30,10,27
2012,11,13,7,18,0.0,71,1020,21,11,36
2012,11,13,8,19,0.0,67,1020,13,12,45
2012,11,13,9,21,0.0,62,1020,4,13,56
2012,11,13,10,21,0.0,62,1020,3,16,95
2012,11,13,11,21,0.0,62,1020,1,19,143
2012,11,13,12,22,0.0,62,1020,0,21,182
2012,11,13,13,21,0.0,64,1019,0,22,202
2012,11,13,14,21,0.0,65,1019,0,23,224
2012,11,13,15,20,0.0,67,1019,0,24,247
2012,11,13,16,19,0.0,73,1019,0,24,247
2012,11,13,17,18,0.0,78,1020,0,24,247
2012,11,13,18,17,0.0,83,1020,0,24,247
2012,11,13,19,16,0.0,85,1020,2,23,224
2012,11,13,20,16,0.0,86,1021,4,22,202
2012,11,13,21,16,0.0,88,1021,6,21,182
2012,11,13,22,15,0.0,88,1020,6,18,126
2012,11,13,23,15,0.0,89,1020,6,16,95
2012,11,14,0,14,0.0,89,1020,6,14,68
2012,11,14,1,14,0.0,90,1019,7,14,68
2012,11,14,2,14,0.0,91,1019,8,14,68
2012,11,14,3,14,0.0,91,1018,9,13,56
2012,11,14,4,15,0.0,86,1018,6,13,56
2012,11,14,5,17,0.0,80,1018,3,13,56
2012,11,14,6,18,0.0,74,1018,0,13,56
2012,11,14,7,20,0.0,67,1017,1,13,56
2012,11,14,8,22,0.0,60,1017,1,12,45
2012,11,14,9,25,0.0,53,1016,2,12,45
2012,11,14,10,25,0.0,52,1016,2,14,68
2012,11,14,11,25,0.0,51,1015,3,16,95
2012,11,14,12,26,0.0,49,1014,3,18,126
2012,11,14,13,25,0.0,54,1014,2,19,143
2012,11,14,14,23,0.0,60,1014,1,21,182
2012,11,14,15,22,0.0,65,1014,0,22,202
2012,11,14,16,21,0.0,72,1014,2,21,182
2012,11,14,17,19,0.0,79,1014,4,20,162
2012,11,14,18,18,0.0,87,1015,6,20,162
2012,11,14,19,17,0.0,88,1015,5,18,126
2012,11,14,20,17,0.0,90,1015,5,17,110
2012,11,14,21,17,0.0,92,1015,5,16,95
2012,11,14,22,16,0.0,91,1014,9,16,95
2012,11,14,23,15,0.0,89,1014,12,16,95
2012,11,15,0,15,0.0,88,1013,16,16,95
2012,11,15,1,15,0.0,88,1013,12,15,81
2012,11,15,2,15,0.0,89,1012,8,15,81
2012,11,15,3,15,0.0,89,1012,3,15,81
2012,11,15,4,16,0.0,84,1012,4,15,81
2012,11,15,5,17,0.0,79,1012,4,16,95
2012,11,15,6,18,0.0,74,1013,5,16,95
2012,11,15,7,20,0.0,70,1013,3,17,110
2012,11,15,8,21,0.0,67,1013,2,17,110
2012,11,15,9,22,0.0,63,1013,0,18,126
2012,11,15,10,22,0.0,62,1013,5,18,126
2012,11,15,11,22,0.0,61,1013,9,19,143
2012,11,15,12,22,0.0,60,1013,13,19,143
2012,11,15,13,22,0.0,62,1013,16,18,126
2012,11,15,14,21,0.0,63,1013,19,16,95
2012,11,15,15,20,0.0,64,1013,22,15,81
2012,11,15,16,19,0.0,71,1014,16,13,56
2012,11,15,17,18,0.0,78,1014,10,11,36
2012,11,15,18,16,0.0,85,1015,5,10,27
2012,11,15,19,16,0.0,87,1015,13,9,20
2012,11,15,20,15,0.0,89,1015,21,8,14
2012,11,15,21,14,0.0,91,1016,29,7,9
2012,11,15,22,14,0.0,92,1016,21,6,5
2012,11,15,23,14,0.0,92,1016,13,5,2
2012,11,16,0,14,0.0,92,1016,5,5,2
2012,11,16,1,13,0.0,92,1016,6,4,1
2012,11,16,2,13,0.0,93,1016,7,3,0
2012,11,16,3,12,0.0,93,1016,8,3,0
2012,11,16,4,14,0.0,85,1016,8,3,0
2012,11,16,5,16,0.0,78,1016,7,4,1
2012,11,16,6,17,0.0,71,1016,7,5,2
2012,11,16,7,19,0.0,67,1016,7,8,14
2012,11,16,8,20,0.0,63,1016,7,11,36
2012,11,16,9,21,0.0,59,1016,7,14,68
2012,11,16,10,21,0.0,59,1015,6,16,95
2012,11,16,11,22,0.0,60,1015,5,19,143
2012,11,16,12,22,0.0,60,1015,5,22,202
2012,11,16,13,21,0.0,63,1014,6,21,182
2012,11,16,14,21,0.0,66,1014,7,21,182
2012,11,16,15,20,0.0,68,1014,8,20,162
2012,11,16,16,19,0.0,75,1014,25,18,126
2012,11,16,17,18,0.0,81,1015,41,16,95
2012,11,16,18,17,0.0,88,1015,58,14,68
2012,11,16,19,17,0.1,88,1016,67,15,81
2012,11,16,20,17,0.3,88,1016,77,15,81
2012,11,16,21,17,0.4,88,1017,86,16,95
2012,11,16,22,17,0.4,90,1017,88,14,68
2012,11,16,23,16,0.5,91,1017,90,11,36
2012,11,17,0,16,0.5,93,1018,92,9,20
2012,11,17,1,16,0.5,92,1018,88,9,20
2012,11,17,2,16,0.5,92,1018,84,9,20
2012,11,17,3,17,0.5,92,1018,80,9,20
2012,11,17,4,17,0.4,88,1018,74,11,36
2012,11,17,5,17,0.2,84,1019,68,12,45
2012,11,17,6,17,0.1,80,1019,62,14,68
2012,11,17,7,18,0.1,75,1019,49,15,81
2012,11,17,8,19,0.0,70,1019,35,15,81
2012,11,17,9,20,0.0,65,1019,22,16,95
2012,11,17,10,21,0.0,62,1019,17,18,126
2012,11,17,11,22,0.0,59,1018,12,20,162
2012,11,17,12,22,0.0,56,1018,7,23,224
2012,11,17,13,22,0.0,57,1018,6,24,247
2012,11,17,14,21,0.0,59,1017,6,25,271
2012,11,17,15,21,0.0,60,1017,6,26,296
2012,11,17,16,20,0.0,65,1017,5,25,271
2012,11,17,17,19,0.0,71,1017,5,24,247
2012,11,17,18,18,0.0,76,1017,4,22,202
2012,11,17,19,17,0.0,78,1017,8,21,182
2012,11,17,20,16,0.0,79,1017,12,19,143
2012,11,17,21,16,0.0,81,1018,15,17,110
2012,11,17,22,15,0.0,81,1017,13,16,95
2012,11,17,23,15,0.0,81,1017,10,15,81
2012,11,18,0,14,0.0,81,1017,7,15,81
2012,11,18,1,14,0.0,83,1016,7,13,56
2012,11,18,2,14,0.0,85,1016,6,11,36
2012,11,18,3,13,0.0,87,1016,5,9,20
2012,11,18,4,15,0.0,80,1016,3,8,14
2012,11,18,5,17,0.0,74,1016,2,7,9
2012,11,18,6,19,0.0,68,1016,0,5,2
2012,11,18,7,20,0.0,63,1016,3,7,9
2012,11,18,8,22,0.0,58,1016,6,8,14
2012,11,18,9,23,0.0,53,1015,9,10,27
2012,11,18,10,23,0.0,53,1015,6,12,45
2012,11,18,11,23,0.0,52,1015,3,14,68
2012,11,18,12,23,0.0,52,1015,0,17,110
2012,11,18,13,23,0.0,55,1015,0,16,95
2012,11,18,14,22,0.0,58,1015,1,16,95
2012,11,18,15,21,0.0,61,1014,1,16,95
2012,11,18,16,20,0.0,69,1015,1,16,95
2012,11,18,17,18,0.0,76,1015,0,15,81
2012,11,18,18,17,0.0,84,1015,0,15,81
2012,11,18,19,16,0.0,86,1016,1,14,68
2012,11,18,20,16,0.0,87,1016,3,13,56
2012,11,18,21,15,0.0,89,1017,4,13,56
2012,11,18,22,15,0.0,89,1016,4,12,45
2012,11,18,23,15,0.0,89,1016,3,11,36
2012,11,19,0,15,0.0,89,1016,3,11,36
2012,11,19,1,14,0.0,89,1016,3,10,27
2012,11,19,2,14,0.0,89,1015,3,10,27
2012,11,19,3,14,0.0,90,1015,3,10,27
2012,11,19,4,15,0.0,83,1016,3,9,20
2012,11,19,5,17,0.0,77,1016,3,9,20
2012,11,19,6,18,0.0,70,1016,4,9,20
2012,11,19,7,20,0.0,64,1016,4,9,20
2012,11,19,8,21,0.0,58,1016,4,9,20
2012,11,19,9,23,0.0,52,1015,4,9,20
2012,11,19,10,23,0.0,51,1015,4,11,36
2012,11,19,11,23,0.0,51,1014,3,12,45
2012,11,19,12,23,0.0,51,1014,3,14,68
2012,11,19,13,23,0.0,54,1014,3,14,68
2012,11,19,14,22,0.0,58,1014,3,13,56
2012,11,19,15,22,0.0,61,1013,3,13,56
2012,11,19,16,20,0.0,69,1014,3,12,45
2012,11,19,17,19,0.0,76,1014,4,10,27
2012,11,19,18,18,0.0,84,1014,4,8,14
2012,11,19,19,17,0.0,85,1014,4,9,20
2012,11,19,20,17,0.0,87,1015,4,9,20
2012,11,19,21,16,0.0,88,1015,4,9,20
2012,11,19,22,16,0.0,88,1015,4,11,36
2012,11,19,23,16,0.0,88,1015,4,12,45
2012,11,20,0,16,0.0,88,1015,4,13,56
2012,11,20,1,16,0.0,88,1014,4,13,56
2012,11,20,2,15,0.0,88,1014,4,14,68
2012,11,20,3,15,0.0,87,1014,4,14,68
2012,11,20,4,16,0.0,83,1014,6,15,81
2012,11,20,5,17,0.0,78,1014,8,15,81
2012,11,20,6,19,0.0,74,1015,10,15,81
2012,11,20,7,20,0.0,71,1015,22,17,110
2012,11,20,8,21,0.0,67,1015,35,18,126
2012,11,20,9,23,0.0,64,1015,47,19,143
2012,11,20,10,22,0.1,70,1015,59,20,162
2012,11,20,11,21,0.2,76,1015,70,20,162
2012,11,20,12,20,0.3,82,1015,82,21,182
2012,11,20,13,20,0.5,83,1015,83,20,162
2012,11,20,14,19,0.8,84,1015,84,18,126
2012,11,20,15,18,1.0,85,1015,86,17,110
2012,11,20,16,17,0.8,84,1016,75,17,110
2012,11,20,17,17,0.5,82,1017,65,16,95
2012,11,20,18,16,0.3,81,1018,55,16,95
2012,11,20,19,16,0.2,80,1018,48,17,110
2012,11,20,20,16,0.2,80,1019,40,18,126
2012,11,20,21,15,0.1,79,1020,32,18,126
2012,11,20,22,15,0.1,79,1020,25,19,143
2012,11,20,23,14,0.0,79,1020,18,20,162
2012,11,21,0,14,0.0,79,1021,12,21,182
2012,11,21,1,14,0.0,78,1021,13,22,202
2012,11,21,2,13,0.0,77,1021,15,23,224
2012,11,21,3,13,0.0,76,1021,16,24,247
2012,11,21,4,14,0.0,71,1022,12,24,247
2012,11,21,5,15,0.0,65,1022,8,25,271
2012,11,21,6,16,0.0,60,1022,5,26,296
2012,11,21,7,17,0.0,57,1022,3,26,296
2012,11,21,8,18,0.0,55,1022,2,26,296
2012,11,21,9,19,0.0,52,1022,0,26,296
2012,11,21,10,19,0.0,51,1021,0,27,323
2012,11,21,11,20,0.0,50,1021,0,28,350
2012,11,21,12,20,0.0,50,1020,0,30,408
2012,11,21,13,20,0.0,52,1020,0,30,408
2012,11,21,14,19,0.0,54,1019,0,31,439
2012,11,21,15,19,0.0,56,1019,0,32,471
2012,11,21,16,18,0.0,61,1019,0,31,439
2012,11,21,17,17,0.0,65,1020,0,30,408
2012,11,21,18,16,0.0,70,1020,0,30,408
2012,11,21,19,15,0.0,72,1020,0,28,350
2012,11,21,20,15,0.0,74,1020,0,26,296
2012,11,21,21,14,0.0,76,1021,0,24,247
2012,11,21,22,14,0.0,76,1020,0,23,224
2012,11,21,23,13,0.0,76,1020,0,21,182
2012,11,22,0,13,0.0,75,1020,0,20,162
2012,11,22,1,12,0.0,76,1020,1,19,143
2012,11,22,2,12,0.0,78,1019,2,18,126
2012,11,22,3,12,0.0,79,1019,3,18,126
2012,11,22,4,13,0.0,74,1019,9,18,126
2012,11,22,5,14,0.0,68,1019,15,18,126
2012,11,22,6,16,0.0,63,1019,22,18,126
2012,11,22,7,17,0.0,59,1018,34,20,162
2012,11,22,8,19,0.0,55,1018,47,22,202
2012,11,22,9,21,0.0,51,1018,60,24,247
2012,11,22,10,21,0.0,50,1017,47,26,296
2012,11,22,11,21,0.0,50,1017,35,28,350
2012,11,22,12,22,0.0,50,1016,22,31,439
2012,11,22,13,21,0.0,52,1016,26,31,439
2012,11,22,14,20,0.0,54,1015,29,31,439
2012,11,22,15,20,0.0,57,1015,33,31,439
2012,11,22,16,19,0.0,60,1015,23,29,379
2012,11,22,17,17,0.0,64,1015,14,28,350
2012,11,22,18,16,0.0,68,1015,4,26,296
2012,11,22,19,16,0.0,69,1015,5,25,271
2012,11,22,20,15,0.0,70,1015,5,24,247
2012,11,22,21,15,0.0,71,1015,6,23,224
2012,11,22,22,14,0.0,72,1015,5,22,202
2012,11,22,23,14,0.0,73,1014,5,21,182
2012,11,23,0,14,0.0,74,1014,4,21,182
2012,11,23,1,13,0.0,75,1014,4,20,162
2012,11,23,2,13,0.0,76,1013,4,19,143
2012,11,23,3,13,0.0,78,1013,4,18,126
2012,11,23,4,14,0.0,73,1013,3,17,110
2012,11,23,5,15,0.0,69,1012,3,16,95
2012,11,23,6,16,0.0,64,1012,3,15,81
2012,11,23,7,18,0.0,60,1012,3,16,95
2012,11,23,8,20,0.0,56,1012,2,16,95
2012,11,23,9,21,0.0,52,1012,2,17,110
2012,11,23,10,22,0.0,51,1011,2,17,110
2012,11,23,11,22,0.0,50,1010,1,18,126
2012,11,23,12,22,0.0,49,1010,0,18,126
2012,11,23,13,22,0.0,51,1009,0,17,110
2012,11,23,14,21,0.0,54,1008,0,16,95
2012,11,23,15,20,0.0,57,1008,0,15,81
2012,11,23,16,19,0.0,63,1008,2,15,81
2012,11,23,17,17,0.0,70,1008,5,14,68
2012,11,23,18,16,0.0,76,1008,7,13,56
2012,11,23,19,16,0.0,78,1008,24,15,81
2012,11,23,20,15,0.0,80,1009,40,17,110
2012,11,23,21,15,0.0,82,1009,57,19,143
2012,11,23,22,14,0.1,81,1008,64,22,202
2012,11,23,23,13,0.2,81,1008,71,24,247
2012,11,24,0,12,0.3,81,1007,78,27,323
2012,11,24,1,12,0.9,82,1007,85,28,350
2012,11,24,2,12,1.4,84,1007,93,29,379
2012,11,24,3,11,2.0,85,1006,100,31,439
2012,11,24,4,12,4.2,82,1007,94,31,439
2012,11,24,5,12,6.3,78,1008,87,32,471
2012,11,24,6,12,8.5,75,1009,81,32,471
2012,11,24,7,13,6.0,71,1010,86,34,538
2012,11,24,8,14,3.4,67,1011,90,36,610
2012,11,24,9,15,0.9,63,1012,95,38,686
2012,11,24,10,15,1.0,60,1013,82,37,648
2012,11,24,11,16,1.2,58,1014,69,36,610
2012,11,24,12,16,1.3,55,1014,56,35,574
2012,11,24,13,16,1.0,55,1015,48,32,471
2012,11,24,14,16,0.7,55,1016,40,29,379
2012,11,24,15,16,0.4,54,1017,33,27,323
2012,11,24,16,15,0.4,58,1018,33,22,202
2012,11,24,17,15,0.5,62,1018,33,18,126
2012,11,24,18,14,0.5,66,1019,33,14,68
2012,11,24,19,14,0.4,66,1020,44,14,68
2012,11,24,20,13,0.2,67,1021,56,14,68
2012,11,24,21,13,0.1,67,1023,67,14,68
2012,11,24,22,12,0.1,69,1023,57,12,45
2012,11,24,23,11,0.0,71,1023,48,9,20
2012,11,25,0,11,0.0,73,1023,38,7,9
2012,11,25,1,10,0.0,74,1023,45,7,9
2012,11,25,2,10,0.1,75,1024,51,6,5
2012,11,25,3,9,0.1,76,1024,58,6,5
2012,11,25,4,10,0.1,71,1024,65,7,9
2012,11,25,5,12,0.0,67,1025,73,7,9
2012,11,25,6,13,0.0,62,1025,81,8,14
2012,11,25,7,15,0.1,58,1025,66,8,14
2012,11,25,8,16,0.1,54,1025,52,8,14
2012,11,25,9,17,0.2,51,1025,37,8,14
2012,11,25,10,18,0.1,50,1025,25,11,36
2012,11,25,11,18,0.1,49,1025,12,14,68
2012,11,25,12,19,0.0,48,1024,0,17,110
2012,11,25,13,18,0.0,49,1024,0,17,110
2012,11,25,14,18,0.0,51,1024,0,18,126
2012,11,25,15,17,0.0,52,1023,0,18,126
2012,11,25,16,16,0.0,57,1024,0,17,110
2012,11,25,17,15,0.0,61,1024,0,16,95
2012,11,25,18,14,0.0,65,1024,0,15,81
2012,11,25,19,14,0.0,67,1024,0,15,81
2012,11,25,20,13,0.0,70,1025,0,14,68
2012,11,25,21,13,0.0,72,1025,0,14,68
2012,11,25,22,13,0.0,73,1025,1,12,45
2012,11,25,23,12,0.0,75,1025,2,11,36
2012,11,26,0,12,0.0,76,1024,2,9,20
2012,11,26,1,12,0.0,77,1024,3,9,20
2012,11,26,2,11,0.0,78,1024,4,10,27
2012,11,26,3,11,0.0,79,1024,5,10,27
2012,11,26,4,13,0.0,74,1024,5,11,36
2012,11,26,5,14,0.0,69,1025,6,12,45
2012,11,26,6,15,0.0,64,1025,6,12,45
2012,11,26,7,17,0.0,60,1025,7,14,68
2012,11,26,8,18,0.0,57,1025,8,16,95
2012,11,26,9,20,0.0,53,1025,9,17,110
2012,11,26,10,20,0.0,54,1024,7,19,143
2012,11,26,11,21,0.0,55,1024,6,21,182
2012,11,26,12,21,0.0,55,1024,5,23,224
2012,11,26,13,21,0.0,58,1023,4,24,247
2012,11,26,14,20,0.0,60,1023,3,26,296
2012,11,26,15,20,0.0,62,1022,2,27,323
2012,11,26,16,19,0.0,67,1023,2,27,323
2012,11,26,17,18,0.0,71,1023,1,26,296
2012,11,26,18,17,0.0,76,1023,0,26,296
2012,11,26,19,17,0.0,77,1023,0,25,271
2012,11,26,20,16,0.0,78,1023,0,24,247
2012,11,26,21,16,0.0,79,1024,0,23,224
2012,11,26,22,15,0.0,80,1023,0,22,202
2012,11,26,23,15,0.0,81,1023,0,21,182
2012,11,27,0,14,0.0,82,1023,0,21,182
2012,11,27,1,14,0.0,82,1022,0,21,182
2012,11,27,2,14,0.0,83,1022,0,20,162
2012,11,27,3,14,0.0,83,1022,0,20,162
2012,11,27,4,15,0.0,78,1022,0,19,143
2012,11,27,5,16,0.0,72,1022,0,18,126
2012,11,27,6,18,0.0,66,1022,0,16,95
2012,11,27,7,20,0.0,60,1021,0,15,81
2012,11,27,8,23,0.0,53,1021,0,14,68
2012,11,27,9,25,0.0,47,1020,0,13,56
2012,11,27,10,26,0.0,44,1020,0,13,56
2012,11,27,11,27,0.0,41,1019,0,12,45
2012,11,27,12,29,0.0,38,1018,0,12,45
2012,11,27,13,28,0.0,40,1018,2,14,68
2012,11,27,14,28,0.0,42,1017,3,15,81
2012,11,27,15,28,0.0,44,1017,5,17,110
2012,11,27,16,26,0.0,51,1017,10,17,110
2012,11,27,17,24,0.0,58,1017,16,17,110
2012,11,27,18,22,0.0,65,1017,22,18,126
2012,11,27,19,21,0.0,68,1017,17,18,126
2012,11,27,20,20,0.0,70,1017,12,18,126
2012,11,27,21,19,0.0,73,1018,7,18,126
2012,11,27,22,18,0.0,73,1017,8,18,126
2012,11,27,23,18,0.0,74,1016,8,18,126
2012,11,28,0,18,0.0,74,1016,9,17,110
2012,11,28,1,17,0.0,74,1016,6,17,110
2012,11,28,2,17,0.0,74,1015,3,16,95
2012,11,28,3,16,0.0,74,1015,0,15,81
2012,11,28,4,18,0.0,69,1015,0,16,95
2012,11,28,5,19,0.0,64,1015,1,16,95
2012,11,28,6,21,0.0,60,1015,1,17,110
2012,11,28,7,22,0.0,56,1015,1,19,143
2012,11,28,8,24,0.0,53,1015,0,21,182
2012,11,28,9,26,0.0,50,1015,0,23,224
2012,11,28,10,26,0.0,50,1015,0,26,296
2012,11,28,11,26,0.0,51,1014,0,29,379
2012,11,28,12,26,0.0,51,1014,0,32,471
2012,11,28,13,25,0.0,54,1014,1,33,504
2012,11,28,14,24,0.0,56,1014,1,34,538
2012,11,28,15,24,0.0,59,1014,2,36,610
2012,11,28,16,22,0.0,65,1015,4,34,538
2012,11,28,17,21,0.0,70,1015,7,33,504
2012,11,28,18,19,0.0,76,1015,9,31,439
2012,11,28,19,19,0.0,78,1016,24,30,408
2012,11,28,20,18,0.0,80,1016,39,30,408
2012,11,28,21,18,0.0,82,1017,54,29,379
2012,11,28,22,17,0.0,83,1016,47,28,350
2012,11,28,23,17,0.0,85,1016,40,27,323
2012,11,29,0,16,0.0,86,1016,33,26,296
2012,11,29,1,16,0.0,85,1016,41,26,296
2012,11,29,2,16,0.0,85,1016,50,26,296
2012,11,29,3,16,0.0,84,1016,58,26,296
2012,11,29,4,16,0.0,79,1016,42,27,323
2012,11,29,5,17,0.0,74,1016,27,27,323
2012,11,29,6,18,0.0,69,1016,11,28,350
2012,11,29,7,20,0.0,63,1016,23,29,379
2012,11,29,8,21,0.0,57,1016,35,29,379
2012,11,29,9,23,0.0,50,1016,48,30,408
